CASE_STATUS,AGENT_POC_EMP_REP_BY_AGENT,SOC_CODE,NAICS_CODE,NBR_WORKERS_REQUESTED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,NUM_OF_MONTHS_TRAINING,EMP_EXP_NUM_MONTHS,WORKSITE_STATE,SWA_NAME,AGENT_ATTORNEY_CITY,WORKSITE_CITY,AGENT_ATTORNEY_STATE,CITY_MATCH,STATE_MATCH,WORK_DAY_LENGTH,DAYTIME_WORK,HAS_OVERTIME
1,1,37,56,20,1,seasonal,40.0,16.36,0.0,none,0.0,0.0,idaho,0,windsor,victor,colorado,different,different,10.5,1.0,1
1,1,37,56,8,1,seasonal,40.0,14.41,0.0,none,0.0,0.0,new jersey,0,bay city,flanders,texas,different,different,10.0,1.0,1
0,1,53,48,15,1,peakload,70.0,21.84,0.0,none,0.0,24.0,california,0,san diego,san diego,california,same,same,12.0,0.0,1
1,1,37,56,28,1,peakload,35.0,11.92,0.0,none,0.0,0.0,north carolina,0,amherst,ocracoke,virginia,different,different,8.0,1.0,1
1,1,37,56,12,1,peakload,40.0,12.95,0.0,none,0.0,3.0,oklahoma,0,coeur d'alene,claremore,idaho,different,different,11.0,1.0,1
1,1,37,56,23,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,bay city,grand prairie,texas,different,same,8.5,1.0,1
1,1,45,11,28,1,peakload,40.0,12.0,0.0,none,0.0,3.0,oregon,0,coeur d'alene,central point,idaho,different,different,9.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,new jersey,0,bay city,dumont,texas,different,different,9.0,1.0,1
1,1,53,48,20,1,seasonal,40.0,21.08,0.0,none,0.0,0.0,minnesota,0,sioux falls,elmore,south dakota,different,different,10.5,1.0,1
1,1,37,71,6,1,seasonal,40.0,15.96,0.0,none,0.0,3.0,new hampshire,0,framingham,rye,massachusetts,different,different,8.0,1.0,1
1,1,47,23,5,1,peakload,40.0,15.86,0.0,none,0.0,0.0,south dakota,0,garden ridge,redfield,texas,different,different,9.0,1.0,1
1,1,37,56,10,1,peakload,40.0,14.73,0.0,none,0.0,0.0,maryland,0,lake park,street,georgia,different,different,10.0,1.0,1
1,1,37,71,24,1,seasonal,35.0,16.36,0.0,none,0.0,0.0,wyoming,0,charlottesville,wilson,virginia,different,different,7.5,1.0,1
1,1,39,71,20,1,peakload,40.0,11.84,0.0,none,0.0,1.0,new york,0,albany,saratoga springs,new york,different,same,12.0,1.0,1
1,1,37,56,1,1,seasonal,40.0,13.65,0.0,none,0.0,0.0,new york,0,westbury,franklin,new york,different,same,8.0,1.0,1
1,1,37,71,5,1,seasonal,40.0,11.29,0.0,none,0.0,0.0,south carolina,0,bay city,north myrtle beach,texas,different,different,8.5,1.0,1
1,1,37,56,95,1,peakload,40.0,13.12,0.0,none,0.0,0.0,kentucky,0,lake park,lexington,georgia,different,different,8.5,1.0,1
1,1,45,11,27,1,seasonal,40.0,13.37,0.0,none,0.0,3.0,oregon,0,coeur d'alene,medford,idaho,different,different,9.0,1.0,1
1,1,37,56,12,1,peakload,40.0,11.86,0.0,none,0.0,0.0,arkansas,0,bay city,little rock,texas,different,different,8.5,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,mentor,cleveland,ohio,different,same,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,mentor,bedford heights,ohio,different,same,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.7,0.0,none,0.0,0.0,ohio,0,mentor,chesterland,ohio,different,same,9.0,1.0,1
1,1,37,56,10,1,peakload,40.0,13.84,0.0,none,0.0,0.0,south dakota,0,bay city,brandon,texas,different,different,9.0,1.0,1
1,1,37,56,11,1,seasonal,40.0,13.23,0.0,none,0.0,0.0,north carolina,0,amherst,mt holly,virginia,different,different,11.5,1.0,1
1,0,37,56,18,1,peakload,40.0,17.46,0.0,none,0.0,0.0,massachusetts,0,no attorney representation,hanover,no attorney representation,no_rep,no_rep,9.5,1.0,1
1,1,37,72,10,1,peakload,40.0,9.56,0.0,none,0.0,3.0,idaho,0,framingham,mccall,massachusetts,different,different,8.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,pennsylvania,0,charlottesville,king of prussia,virginia,different,different,8.5,1.0,1
1,1,35,72,6,1,peakload,35.0,13.41,0.0,none,0.0,3.0,california,0,charlottesville,garberville,virginia,different,different,8.0,1.0,1
1,1,37,56,20,1,peakload,40.0,15.73,0.0,none,0.0,0.0,pennsylvania,0,bay city,media,texas,different,different,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.7,0.0,none,0.0,3.0,ohio,0,charlottesville,chesterland,virginia,different,different,8.5,1.0,1
1,1,37,56,23,1,peakload,40.0,15.1,0.0,none,0.0,0.0,new york,0,bay city,victor,texas,different,different,10.0,1.0,1
1,1,43,72,3,1,peakload,35.0,12.11,0.0,none,0.0,12.0,california,0,charlottesville,garberville,virginia,different,different,8.0,1.0,1
1,1,37,72,12,1,peakload,40.0,15.75,0.0,none,0.0,3.0,massachusetts,0,framingham,nantucket,massachusetts,different,same,8.0,1.0,1
1,1,35,72,4,1,peakload,35.0,12.86,0.0,none,0.0,3.0,california,0,charlottesville,garberville,virginia,different,different,8.0,1.0,1
1,1,37,56,5,1,peakload,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,charlottesville,canonsburg,virginia,different,different,8.5,1.0,1
0,1,47,23,4,1,peakload,40.0,22.75,0.0,none,0.0,0.0,ohio,0,twinsburg,galena,ohio,different,same,8.0,1.0,1
0,1,35,72,3,1,peakload,40.0,9.71,0.0,none,0.0,0.0,north carolina,0,coeur d'alene,wallace,idaho,different,different,8.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,15.59,0.0,none,0.0,3.0,illinois,0,lovingston,monee,virginia,different,different,8.5,1.0,1
1,1,37,56,6,1,peakload,40.0,13.94,0.0,none,0.0,3.0,texas,0,lovingston,lewisville,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,seasonal,40.0,13.77,0.0,none,0.0,0.0,pennsylvania,0,charlottesville,pittsburgh,virginia,different,different,8.5,1.0,1
1,1,37,72,21,1,peakload,40.0,15.75,0.0,none,0.0,3.0,massachusetts,0,framingham,nantucket,massachusetts,different,same,8.0,1.0,1
1,1,37,56,8,1,peakload,40.0,15.39,0.0,none,0.0,0.0,maryland,0,charlottesville,upper malboro,virginia,different,different,8.5,1.0,1
1,1,37,56,19,1,peakload,40.0,12.95,0.0,none,0.0,3.0,oklahoma,0,charlottesville,oklahoma city,virginia,different,different,11.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,coeur d'alene,toughkenamon,idaho,different,different,8.5,1.0,1
1,1,37,56,6,1,seasonal,40.0,14.73,0.0,none,0.0,3.0,kansas,0,lovingston,olathe,virginia,different,different,9.0,1.0,1
1,1,37,56,15,1,seasonal,40.0,13.41,0.0,none,0.0,0.0,indiana,0,lovingston,greenfield,virginia,different,different,8.5,1.0,1
1,1,37,56,5,1,peakload,40.0,11.56,0.0,none,0.0,0.0,georgia,0,twinsburg,macon,ohio,different,different,8.0,1.0,1
1,1,41,72,8,1,seasonal,35.0,12.42,0.0,none,0.0,0.0,new jersey,0,lovingston,somerdale,virginia,different,different,7.5,0.0,0
1,1,47,23,5,1,peakload,40.0,18.89,0.0,none,0.0,3.0,kentucky,0,lovingston,florence,virginia,different,different,8.5,1.0,1
1,1,37,56,35,1,peakload,40.0,12.56,0.0,none,0.0,3.0,tennessee,0,lovingston,nashville,virginia,different,different,8.75,1.0,1
1,1,37,56,4,1,seasonal,40.0,13.84,0.0,none,0.0,3.0,south dakota,0,sioux falls,sioux falls,south dakota,same,same,11.0,1.0,1
1,1,35,71,30,1,seasonal,35.0,8.76,0.0,none,0.0,0.0,ohio,0,frisco,dupont,texas,different,different,8.0,1.0,1
1,1,37,56,16,1,peakload,40.0,14.52,0.0,none,0.0,0.0,north carolina,0,chevy chase,raleigh,maryland,different,different,8.0,1.0,1
1,1,37,56,3,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,pennsylvania,0,lovingston,findleyville,virginia,different,different,8.5,1.0,1
1,1,39,71,55,1,seasonal,40.0,13.05,0.0,none,0.0,1.0,new york,0,albany,elmont,new york,different,same,12.5,0.0,1
1,1,39,71,55,1,seasonal,40.0,11.84,0.0,none,0.0,1.0,new york,0,albany,saratoga springs,new york,different,same,12.5,0.0,1
1,1,47,23,40,1,peakload,40.0,14.92,0.0,none,0.0,0.0,texas,0,austin,san angelo,texas,different,same,9.0,1.0,0
1,1,37,56,16,1,seasonal,40.0,13.72,0.0,none,0.0,0.0,ohio,0,lovingston,hudson,virginia,different,different,8.5,1.0,1
1,1,37,56,13,1,peakload,40.0,12.54,0.0,none,0.0,3.0,texas,0,lovingston,bryan,virginia,different,different,8.5,1.0,1
1,1,37,72,8,1,peakload,35.0,11.56,0.0,none,0.0,3.0,maine,0,framingham,saco,massachusetts,different,different,7.0,1.0,1
1,1,37,72,3,1,peakload,40.0,14.58,0.0,none,0.0,3.0,massachusetts,0,framingham,falmouth,massachusetts,different,same,8.0,1.0,1
1,1,37,56,9,1,peakload,40.0,13.27,0.0,none,0.0,0.0,florida,0,chevy chase,oakland park,maryland,different,different,8.0,1.0,1
1,1,37,56,23,1,peakload,40.0,12.81,0.0,none,0.0,0.0,south carolina,0,chevy chase,hilton head,maryland,different,different,8.0,1.0,1
1,1,37,56,50,1,peakload,40.0,14.52,0.0,none,0.0,0.0,illinois,0,wylie,caseyville,texas,different,different,9.0,1.0,1
0,1,47,23,10,1,seasonal,40.0,14.48,0.0,none,0.0,0.0,tennessee,0,aurora,memphis,colorado,different,different,13.5,0.0,1
1,1,35,72,5,1,peakload,40.0,15.01,0.0,none,0.0,3.0,massachusetts,0,framingham,falmouth,massachusetts,different,same,8.0,1.0,1
1,1,35,72,14,1,peakload,35.0,9.37,0.0,high school/ged ,0.0,6.0,south carolina,0,frisco,hilton head island,texas,different,different,8.0,1.0,1
0,0,35,72,4,1,peakload,40.0,11.21,0.0,none,0.0,0.0,ohio,0,no attorney representation,norwalk,no attorney representation,no_rep,no_rep,8.0,1.0,1
1,1,37,56,18,1,peakload,35.0,10.03,0.0,none,0.0,3.0,illinois,0,framingham,sheridan,massachusetts,different,different,7.0,1.0,1
1,1,37,56,5,1,seasonal,40.0,14.64,0.0,none,0.0,3.0,maryland,0,lovingston,parkton,virginia,different,different,8.5,1.0,1
1,1,35,72,12,1,peakload,35.0,10.0,0.0,none,0.0,3.0,south carolina,0,frisco,hilton head island,texas,different,different,8.0,1.0,1
1,1,37,56,20,1,peakload,35.0,11.86,0.0,none,0.0,3.0,colorado,0,framingham,pagosa springs,massachusetts,different,different,7.0,1.0,1
1,1,39,61,21,1,seasonal,35.0,12.92,0.0,associate's,0.0,0.0,illinois,0,framingham,naperville,massachusetts,different,different,7.0,0.0,0
1,1,35,72,16,1,peakload,35.0,12.41,0.0,high school/ged ,0.0,6.0,south carolina,0,frisco,hilton head island,texas,different,different,8.0,1.0,1
1,1,35,72,14,1,peakload,35.0,9.61,0.0,none,0.0,3.0,south carolina,0,frisco,hilton head island,texas,different,different,8.0,1.0,1
1,1,35,72,1,1,seasonal,35.0,14.49,0.0,none,0.0,6.0,massachusetts,0,framingham,edgartown,massachusetts,different,same,7.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,15.35,0.0,none,0.0,0.0,pennsylvania,0,lovingston,rushland,virginia,different,different,8.5,1.0,1
1,1,39,61,1,1,seasonal,35.0,13.71,0.0,associate's,0.0,0.0,nebraska,0,framingham,lincoln,massachusetts,different,different,7.0,0.0,0
1,1,39,61,16,1,seasonal,35.0,16.13,0.0,associate's,0.0,0.0,new jersey,0,framingham,lumberton,massachusetts,different,different,7.0,0.0,0
1,1,37,71,6,1,peakload,40.0,13.7,0.0,none,0.0,0.0,ohio,0,twinsburg,concord township,ohio,different,same,8.0,1.0,1
1,1,37,72,11,1,peakload,40.0,13.06,0.0,none,0.0,3.0,rhode island,0,framingham,newport,massachusetts,different,different,8.0,1.0,1
1,1,37,56,24,1,peakload,35.0,10.13,0.0,none,0.0,3.0,wisconsin,0,framingham,baraboo,massachusetts,different,different,7.0,1.0,1
1,1,37,56,15,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,illinois,0,bloomfield hills,east carondelet,michigan,different,different,8.0,1.0,1
1,1,37,23,2,1,seasonal,40.0,16.34,0.0,none,0.0,0.0,new york,0,ronkonkoma,port jefferson,new york,different,same,8.0,1.0,1
1,1,37,56,21,1,peakload,40.0,14.24,0.0,none,0.0,3.0,georgia,0,lovingston,chamblee,virginia,different,different,8.5,1.0,1
1,1,37,56,6,1,peakload,35.0,13.44,0.0,none,0.0,0.0,texas,0,wylie,houston,texas,different,same,11.0,1.0,1
1,1,47,23,8,1,peakload,40.0,16.15,0.0,none,0.0,4.0,new hampshire,0,lovingston,croydon,virginia,different,different,8.5,1.0,1
1,1,47,23,20,1,peakload,40.0,20.04,0.0,none,0.0,0.0,pennsylvania,0,lovingston,heidelberg,virginia,different,different,8.5,1.0,1
0,1,39,71,82,1,seasonal,40.0,343.2,0.0,none,0.0,0.0,florida,0,harlingen,ft. myers,texas,different,different,9.0,0.0,0
1,0,37,56,1,1,seasonal,40.0,15.73,0.0,none,0.0,3.0,pennsylvania,0,no attorney representation,west chester,no attorney representation,no_rep,no_rep,8.0,1.0,1
1,1,37,56,55,1,seasonal,35.0,15.17,0.0,none,0.0,3.0,colorado,0,lovingston,golden,virginia,different,different,9.25,1.0,1
1,1,37,56,6,1,peakload,40.0,14.52,0.0,none,0.0,3.0,missouri,0,austin,chesterfield,texas,different,different,9.0,1.0,1
1,1,37,56,46,1,peakload,40.0,13.91,0.0,none,0.0,3.0,texas,0,austin,austin,texas,same,same,9.0,1.0,1
1,1,37,56,6,1,peakload,40.0,13.02,0.0,none,0.0,3.0,texas,0,austin,san antonio,texas,different,same,9.0,1.0,1
1,1,37,56,8,1,peakload,40.0,13.94,0.0,none,0.0,3.0,texas,0,austin,carrollton,texas,different,same,9.0,1.0,1
1,1,37,56,15,1,peakload,40.0,11.9,0.0,none,0.0,3.0,south carolina,0,bay city,myrtle beach,texas,different,different,10.0,1.0,1
0,1,47,23,1,1,peakload,40.0,12.77,0.0,none,0.0,0.0,tennessee,0,lovingston,sevierville,virginia,different,different,9.0,1.0,1
1,1,37,56,15,1,peakload,40.0,12.92,0.0,none,0.0,0.0,oklahoma,0,bay city,edmond,texas,different,different,9.0,1.0,1
0,1,47,23,14,1,peakload,40.0,13.95,0.0,none,0.0,0.0,texas,0,austin,wichita falls,texas,different,same,8.5,1.0,1
1,1,37,56,4,1,seasonal,40.0,12.81,0.0,none,0.0,0.0,ohio,0,bay city,swanton,texas,different,different,9.0,1.0,1
1,1,37,56,45,1,peakload,40.0,13.72,0.0,none,0.0,0.0,ohio,0,bay city,stow,texas,different,different,9.0,1.0,1
1,1,37,56,5,1,peakload,40.0,13.7,0.0,none,0.0,0.0,ohio,0,twinsburg,gates mills,ohio,different,same,8.0,1.0,1
0,1,53,32,24,1,peakload,40.0,12.63,0.0,none,0.0,0.0,texas,0,austin,goldthwaite,texas,different,same,9.0,1.0,1
1,1,37,56,15,1,peakload,40.0,12.06,0.0,none,0.0,3.0,georgia,0,bay city,atlanta,texas,different,different,9.0,1.0,1
1,0,37,72,5,1,peakload,35.0,15.39,0.0,none,0.0,3.0,maine,0,no attorney representation,ogunquit,no attorney representation,no_rep,no_rep,8.5,1.0,1
1,1,37,56,7,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,new jersey,0,bay city,wall,texas,different,different,9.0,1.0,1
1,1,37,56,37,1,seasonal,35.0,16.81,0.0,none,0.0,0.0,new york,0,new york,north white plains,new york,different,same,8.0,1.0,0
1,1,39,72,8,1,seasonal,35.0,12.02,0.0,none,0.0,0.0,new york,0,jensen beach,montauk,florida,different,different,8.0,1.0,1
1,1,37,72,40,1,seasonal,35.0,13.42,0.0,none,0.0,0.0,new york,0,jensen beach,montauk,florida,different,different,8.0,1.0,1
1,1,37,72,11,1,peakload,35.0,12.5,0.0,none,0.0,0.0,maryland,0,frisco,st. michaels,texas,different,different,8.5,1.0,1
1,1,47,23,20,1,peakload,35.0,18.4,0.0,none,0.0,6.0,louisiana,0,coeur d'alene,sterlington,idaho,different,different,10.0,1.0,1
1,1,37,56,6,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,ft worth,texas,different,same,12.0,1.0,1
1,1,37,56,25,1,peakload,35.0,13.02,0.0,none,0.0,0.0,texas,0,wylie,san antonio,texas,different,same,9.0,1.0,1
1,1,37,56,12,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,midlothian,texas,different,same,10.0,1.0,1
0,1,47,23,9,1,peakload,40.0,16.59,0.0,none,0.0,0.0,texas,0,houston,houston,texas,same,same,9.0,1.0,0
1,1,37,56,4,1,peakload,35.0,11.93,0.0,none,0.0,3.0,louisiana,0,frisco,luling,texas,different,different,9.0,1.0,1
1,1,37,56,60,1,peakload,40.0,13.52,0.0,none,0.0,0.0,utah,0,austin,orem,texas,different,different,9.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,13.77,0.0,none,0.0,2.0,pennsylvania,0,hudson,verona,new york,different,different,8.5,1.0,1
1,1,37,56,20,1,seasonal,35.0,15.59,0.0,none,0.0,0.0,illinois,0,wylie,crest hill,texas,different,different,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,14.85,0.0,none,0.0,2.0,new york,0,hudson,chatham,new york,different,same,9.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,15.24,0.0,none,0.0,2.0,new york,0,hudson,altamont,new york,different,same,8.0,1.0,0
1,1,35,72,8,1,peakload,40.0,8.88,0.0,none,0.0,0.0,south carolina,0,coeur d'alene,kiawah island,idaho,different,different,8.0,1.0,1
1,1,37,56,12,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,lucas,texas,different,same,11.0,1.0,1
1,1,37,56,3,1,peakload,10.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,dallas,texas,different,same,12.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,13.47,0.0,none,0.0,0.0,new jersey,0,albany,cherry hill,new york,different,different,8.5,1.0,1
1,1,37,56,20,1,seasonal,40.0,16.93,0.0,none,0.0,0.0,new jersey,0,albany,shamong,new york,different,different,8.5,1.0,1
1,1,47,23,12,1,peakload,35.0,16.81,0.0,none,0.0,3.0,south carolina,0,clinton,greenville,north carolina,different,different,8.0,1.0,1
1,1,37,56,6,1,seasonal,40.0,13.77,0.0,none,0.0,3.0,pennsylvania,0,lovingston,aliquippa,virginia,different,different,8.5,1.0,1
1,1,37,56,10,1,seasonal,35.0,15.59,0.0,none,0.0,3.0,illinois,0,clinton,lemont,north carolina,different,different,8.0,1.0,1
1,1,37,56,4,1,peakload,35.0,14.63,0.0,none,0.0,3.0,florida,0,clinton,crestview,north carolina,different,different,8.0,1.0,1
1,1,37,56,12,1,seasonal,40.0,12.56,0.0,none,0.0,3.0,tennessee,0,tulsa,antioch,oklahoma,different,different,9.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,13.91,0.0,none,0.0,0.0,texas,0,west lake hills,bastrop,texas,different,same,9.0,1.0,1
1,1,47,23,24,1,peakload,35.0,13.17,0.0,none,0.0,3.0,north carolina,0,clinton,apex,north carolina,different,same,8.0,1.0,1
1,1,37,56,5,1,peakload,40.0,12.95,0.0,high school/ged ,0.0,3.0,oklahoma,0,tulsa,tulsa,oklahoma,same,same,9.0,1.0,1
1,1,37,56,64,1,seasonal,35.0,12.27,0.0,none,0.0,0.0,north carolina,0,clinton,cashiers,north carolina,different,same,8.0,1.0,1
1,1,47,23,18,1,peakload,40.0,14.52,0.0,none,0.0,0.0,oklahoma,0,wylie,boswell,texas,different,different,9.0,1.0,1
1,1,47,23,12,1,peakload,35.0,13.07,0.0,none,0.0,3.0,north carolina,0,clinton,zebulon,north carolina,different,same,8.0,1.0,1
1,1,35,72,2,1,peakload,35.0,11.36,0.0,none,0.0,0.0,nebraska,0,tulsa,kearney,oklahoma,different,different,6.0,1.0,0
1,1,37,56,50,1,seasonal,40.0,20.33,0.0,none,0.0,0.0,ohio,0,west lake hills,huber heights,texas,different,different,9.0,1.0,1
1,1,37,11,5,1,seasonal,40.0,12.95,0.0,high school/ged ,0.0,3.0,oklahoma,0,tulsa,tulsa,oklahoma,same,same,9.0,1.0,1
1,1,37,56,24,1,seasonal,35.0,12.27,0.0,none,0.0,0.0,north carolina,0,clinton,roaring gap,north carolina,different,same,8.0,1.0,1
1,1,47,23,13,1,peakload,35.0,14.71,0.0,none,0.0,0.0,texas,0,wylie,edgewood,texas,different,same,11.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,20.24,0.0,none,0.0,0.0,virginia,0,west lake hills,newport news,texas,different,different,9.0,1.0,1
1,1,37,56,30,1,seasonal,40.0,12.27,0.0,none,0.0,0.0,mississippi,0,west lake hills,pearl,texas,different,different,9.0,1.0,1
1,1,37,56,60,1,seasonal,35.0,13.76,0.0,none,0.0,0.0,north carolina,0,clinton,bakersville,north carolina,different,same,8.0,1.0,1
1,1,37,56,8,1,seasonal,35.0,14.52,0.0,none,0.0,0.0,missouri,0,coeur d'alene,st. charles,idaho,different,different,9.5,1.0,1
1,1,35,72,15,1,peakload,35.0,11.1,0.0,none,0.0,1.0,new york,0,north bay village,bolton landings,florida,different,different,8.0,1.0,1
1,1,37,56,40,1,peakload,35.0,11.93,0.0,none,0.0,0.0,louisiana,0,wylie,gretna,texas,different,different,8.25,1.0,1
1,1,37,56,9,1,peakload,40.0,12.56,0.0,none,0.0,0.0,tennessee,0,wylie,antioch,texas,different,different,10.0,1.0,1
1,1,41,42,30,1,seasonal,40.0,13.09,0.0,none,0.0,0.0,texas,0,wylie,dallas,texas,different,same,9.0,1.0,1
1,1,35,72,10,1,peakload,35.0,12.93,0.0,none,0.0,1.0,maine,0,north bay village,cape neddick,florida,different,different,8.0,1.0,1
1,1,49,56,4,1,peakload,40.0,20.34,0.0,none,0.0,6.0,minnesota,0,tulsa,spicer,oklahoma,different,different,9.0,1.0,1
1,1,47,23,9,1,peakload,40.0,17.66,0.0,none,0.0,0.0,kentucky,0,wylie,louisville,texas,different,different,9.0,1.0,1
1,1,37,56,8,1,seasonal,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,oak point,texas,different,same,9.0,1.0,1
1,1,47,23,14,1,peakload,40.0,14.22,0.0,none,0.0,0.0,texas,0,wylie,rowlett,texas,different,same,9.0,1.0,1
1,1,35,72,15,1,peakload,35.0,13.82,0.0,none,0.0,1.0,maine,0,north bay village,cape neddick,florida,different,different,8.0,1.0,1
1,1,37,56,6,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,argyle,texas,different,same,9.5,1.0,1
1,1,37,56,3,1,peakload,35.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,prosper,texas,different,same,9.0,1.0,1
1,1,37,56,7,1,seasonal,40.0,13.94,0.0,none,0.0,0.0,texas,0,wylie,mckinney,texas,different,same,10.0,1.0,1
1,1,37,56,4,1,seasonal,35.0,13.35,0.0,none,0.0,0.0,texas,0,wylie,granbury,texas,different,same,9.0,1.0,1
0,1,37,56,8,1,seasonal,40.0,14.03,0.0,none,0.0,0.0,delaware,0,media,wilmington,pennsylvania,different,different,9.0,1.0,1
1,1,35,72,28,1,peakload,35.0,12.81,0.0,none,0.0,1.0,new york,0,north bay village,bolton landings,florida,different,different,8.0,1.0,1
0,1,37,56,9,1,seasonal,40.0,15.73,0.0,none,0.0,0.0,pennsylvania,0,media,chester,pennsylvania,different,same,9.0,1.0,1
1,1,37,56,3,1,peakload,40.0,14.32,0.0,none,0.0,0.0,virginia,0,cherry hill,richmond,new jersey,different,different,9.0,1.0,1
1,1,37,56,20,1,seasonal,40.0,16.08,0.0,none,0.0,0.0,washington,0,lacey,woodinville,washington,different,same,10.5,1.0,1
1,1,37,56,13,1,seasonal,40.0,13.78,0.0,none,0.0,0.0,pennsylvania,0,dallas,pittsburgh,texas,different,different,9.0,1.0,1
0,1,51,23,45,1,peakload,40.0,17.78,0.0,none,0.0,0.0,texas,0,annapolis,brownsville,maryland,different,different,9.0,1.0,1
1,1,37,72,15,1,seasonal,35.0,11.15,0.0,none,0.0,1.0,maine,0,north bay village,ogunquit,florida,different,different,8.0,1.0,1
1,1,37,11,30,1,seasonal,40.0,19.58,0.0,none,0.0,0.0,south carolina,0,mcminnville,lexington,tennessee,different,different,8.0,1.0,1
0,1,51,23,47,1,peakload,40.0,15.38,0.0,none,0.0,0.0,texas,0,annapolis,brownsville,maryland,different,different,9.0,1.0,1
1,1,37,56,19,1,seasonal,40.0,14.64,0.0,none,0.0,0.0,maryland,0,dallas,havre de grace,texas,different,different,9.0,1.0,1
1,1,37,56,10,1,seasonal,40.0,16.82,0.0,none,0.0,0.0,new jersey,0,dallas,freehold,texas,different,different,9.0,1.0,1
1,1,37,56,29,1,seasonal,40.0,14.52,0.0,none,0.0,0.0,missouri,0,dallas,st. peters,texas,different,different,9.0,1.0,1
1,1,47,23,10,1,peakload,35.0,13.5,0.0,none,0.0,3.0,north carolina,0,clinton,fayetteville,north carolina,different,same,8.0,1.0,1
1,1,37,56,18,1,seasonal,40.0,11.38,0.0,none,0.0,1.0,louisiana,0,mendenhall,jeanerette,mississippi,different,different,9.0,1.0,1
1,1,43,72,4,1,peakload,35.0,10.36,0.0,none,0.0,3.0,utah,0,westlake village,moab,california,different,different,8.5,1.0,1
1,1,37,72,8,1,peakload,40.0,11.16,0.0,none,0.0,3.0,utah,0,westlake village,moab,california,different,different,8.5,1.0,1
1,1,37,56,4,1,peakload,40.0,13.94,0.0,none,0.0,0.0,texas,0,dallas,dallas,texas,same,same,9.0,1.0,1
1,1,39,71,2,1,seasonal,40.0,11.85,0.0,none,0.0,1.0,minnesota,0,norman,shakopee,oklahoma,different,different,12.0,1.0,1
0,1,51,42,10,1,peakload,40.0,13.82,0.0,none,0.0,0.0,new mexico,0,kingston,las cruces,oklahoma,different,different,9.0,1.0,1
1,1,35,72,4,1,peakload,40.0,9.56,0.0,none,0.0,3.0,utah,0,westlake village,moab,california,different,different,8.5,1.0,1
1,1,37,56,5,1,peakload,40.0,12.95,0.0,high school/ged ,0.0,3.0,oklahoma,0,tulsa,tulsa,oklahoma,same,same,9.0,1.0,1
1,1,35,72,4,1,peakload,40.0,10.26,0.0,none,0.0,0.0,utah,0,westlake village,moab,california,different,different,8.5,1.0,1
1,1,37,56,50,1,peakload,40.0,13.91,0.0,none,0.0,3.0,texas,0,austin,leander,texas,different,same,9.0,1.0,1
0,1,35,72,6,1,peakload,40.0,11.19,0.0,none,0.0,0.0,pennsylvania,0,greensburg,ohiopyle,pennsylvania,different,same,8.0,0.0,1
1,1,37,56,65,1,peakload,40.0,13.23,0.0,none,0.0,3.0,arizona,0,phoenix,phoenix,arizona,same,same,8.5,1.0,1
1,1,37,56,4,1,seasonal,40.0,16.81,0.0,none,0.0,0.0,new york,0,green bay,valhalla,wisconsin,different,different,8.5,1.0,0
1,1,37,56,7,1,seasonal,40.0,15.35,0.0,none,0.0,1.0,pennsylvania,0,norman,warrington,oklahoma,different,different,8.0,1.0,1
1,1,35,72,7,1,peakload,35.0,8.82,0.0,none,0.0,0.0,indiana,0,lexington,sullivan,kentucky,different,different,9.0,0.0,1
